Regulator	Target	MI	pvalue
'trmI'	'yhbC'	0.7199522041062408	9.363861686247921E-4
'yaeT'	'rseP'	0.6039733966372939	9.363861686247921E-4
'hofQ'	'rtcA'	0.42434190179303705	9.363861686247921E-4
'phnG'	'phnH'	0.937200793277523	1.1174648288925226E-6
'glpC'	'glpK'	0.6672368600282672	9.363861686247921E-4
'zntA'	'rfaQ'	0.5788830835527762	9.363861686247921E-4
'ybjO'	'ybiR'	0.6664452928705793	1.1174648288925226E-6
'folP'	'ispA'	0.6448638096128441	1.1174648288925226E-6
'yieG'	'wzxE'	0.6566462120187687	9.363861686247921E-4
'yfjL'	'yfjK'	0.5213610440654494	9.363861686247921E-4
'yfbH'	'arnT'	0.78333418268596	9.363861686247921E-4
'ansP'	'rsmF'	0.7618140835978682	1.1174648288925226E-6
'hyfB'	'hyfF'	0.7875102784231981	9.363861686247921E-4
'ygfI'	'yggM'	0.44187643540070304	9.363861686247921E-4
'visC'	'ubiH'	0.7042115261069659	9.363861686247921E-4
'yjjQ'	'yjfM'	0.6485824285262382	9.363861686247921E-4
'ackA'	'pta'	0.6260287439097127	1.1174648288925226E-6
'yibN'	'yihW'	0.5946495224742275	9.363861686247921E-4
'nei'	'ybgL'	0.45991984263632424	1.1174648288925226E-6
'cirA'	'entE'	0.8862141020517426	9.363861686247921E-4
'prpB'	'yphE'	0.6296517785865975	9.363861686247921E-4
'yejG'	'yeaC'	0.5178221785496554	9.363861686247921E-4
'ybjJ'	'ybjI'	0.7780037373327209	1.1174648288925226E-6
'feaB'	'torZ'	0.9279377524094169	9.363861686247921E-4
'hepA'	'dnaG'	0.6186516581580234	9.363861686247921E-4
'yfcE'	'yfcD'	0.9027736299684002	1.1174648288925226E-6
'caiD'	'prpB'	0.7432839196006542	9.363861686247921E-4
'yheT'	'dam'	0.6678729290775932	9.363861686247921E-4
'rpmA'	'yhdT'	0.6343675076676263	9.363861686247921E-4
'ynhG'	'erfK'	0.841617956152009	1.1174648288925226E-6
'fdoH'	'fdoG'	1.6591698851644183	1.1174648288925226E-6
'ugpE'	'ugpA'	0.5763357308314344	9.363861686247921E-4
'rffG'	'rsmD'	0.8726693778272582	9.363861686247921E-4
'uidC'	'yeeL'	0.9021718731641766	9.363861686247921E-4
'damX'	'aroB'	0.7547081303964198	9.363861686247921E-4
'yjeT'	'yhhL'	0.5123284682309833	9.363861686247921E-4
'pmrD'	'ybhQ'	0.500990144054135	9.363861686247921E-4
'ygeK'	'yjbM'	0.7330096403820867	1.1174648288925226E-6
'yagM'	'yagL'	0.573261434268517	1.1174648288925226E-6
'kdpC'	'kdpD'	0.5534819849026371	1.1174648288925226E-6
'kdsB'	'ycaR'	0.7933787749416079	1.1174648288925226E-6
'queA'	'sscR'	0.6614894215625204	9.363861686247921E-4
'kdpC'	'kdpA'	0.5399679109595906	9.363861686247921E-4
'nadR'	'tldD'	0.5750961141367862	9.363861686247921E-4
'yddK'	'yddJ'	0.5745162844432208	1.1174648288925226E-6
'ftsW'	'mreD'	0.820087265429275	1.1174648288925226E-6
'argD'	'argC'	0.7807493614862127	9.363861686247921E-4
'hemE'	'nfi'	0.842591082411293	1.1174648288925226E-6
'ycfT'	'focB'	0.49907080705087586	9.363861686247921E-4
'ybiM'	'yciG'	1.0275757574520066	1.1174648288925226E-6
'mreD'	'ftsW'	0.8172244854200426	1.1174648288925226E-6
'gntR'	'secB'	0.46253075648336345	9.363861686247921E-4
'astC'	'astA'	1.311564226143805	1.1174648288925226E-6
'cyoB'	'cyoA'	1.050667912358474	1.1174648288925226E-6
'rlmL'	'lolC'	0.6860189960894084	9.363861686247921E-4
'rlmB'	'rpoA'	0.4871211584438526	1.1174648288925226E-6
'pncB'	'nlpB'	0.6113951571874786	9.363861686247921E-4
'cyoB'	'cyoC'	1.4777030410143999	1.1174648288925226E-6
'ykfI'	'ykfG'	0.8013910765663894	1.1174648288925226E-6
'thiD'	'thiM'	1.261392286282625	1.1174648288925226E-6
'tap'	'flgF'	1.2134740164557094	9.363861686247921E-4
'hisP'	'ydiR'	0.8699843460358286	9.363861686247921E-4
'pfkA'	'gpmM'	0.803710059012323	1.1174648288925226E-6
'thiD'	'thiF'	0.8558538291011984	9.363861686247921E-4
'panB'	'panC'	0.7703026171758371	1.1174648288925226E-6
'ybhC'	'ybgF'	0.6578552230484753	9.363861686247921E-4
'argD'	'argG'	0.7320502749627975	1.1174648288925226E-6
'yhbJ'	'npr'	0.5313022086340918	9.363861686247921E-4
'hyfJ'	'yfcR'	0.7867593245095139	1.1174648288925226E-6
'glpQ'	'glpT'	1.1711505198386196	1.1174648288925226E-6
'tfaX'	'prpD'	0.5201600153218505	9.363861686247921E-4
'oppF'	'oppD'	0.8725701518964988	1.1174648288925226E-6
'wrbA'	'yeaG'	1.1164225905594352	9.363861686247921E-4
'pldB'	'murI'	0.8052542219954453	1.1174648288925226E-6
'nikC'	'nikB'	0.8845076470845958	1.1174648288925226E-6
'oppA'	'oppB'	0.987420101857347	1.1174648288925226E-6
'hslU'	'lon'	0.7946179442802936	9.363861686247921E-4
'mraW'	'mraZ'	0.9488576643490132	1.1174648288925226E-6
'nirC'	'nirD'	0.6345987144763967	1.1174648288925226E-6
'yfdM'	'ygcE'	0.7265008900123867	9.363861686247921E-4
'entB'	'yncE'	0.8028582338573722	9.363861686247921E-4
'ydfR'	'ydfP'	0.7845216492896917	9.363861686247921E-4
'rutR'	'ycgX'	0.6197696566610903	9.363861686247921E-4
'valT'	'metT'	0.874155293878216	1.1174648288925226E-6
'nlpA'	'metA'	0.7460744815052115	9.363861686247921E-4
'mukB'	'rne'	0.6006844164979661	9.363861686247921E-4
'ybgT'	'ybgE'	1.00191380447656	9.363861686247921E-4
'yncE'	'tonB'	0.693184630689391	9.363861686247921E-4
'yfjG'	'yfjF'	0.8685703233481099	1.1174648288925226E-6
'rplI'	'yidC'	0.9177962470436176	1.1174648288925226E-6
'ygcS'	'ygcQ'	0.8305553780920398	1.1174648288925226E-6
'iadA'	'yjiG'	0.36717134014717145	1.1174648288925226E-6
'yqiH'	'yiiE'	0.7162260957362432	1.1174648288925226E-6
'yccW'	'potA'	0.9845169598653172	1.1174648288925226E-6
'fepG'	'fepC'	0.9164073472186545	1.1174648288925226E-6
'yhfT'	'yhfU'	0.8047617078741182	9.363861686247921E-4
'yddB'	'yddA'	0.8687167872741663	1.1174648288925226E-6
'ycfZ'	'rutD'	0.7547974071589962	9.363861686247921E-4
'recA'	'tisB'	1.063658030396571	9.363861686247921E-4
'mutY'	'yfbV'	0.5138933840822375	9.363861686247921E-4
'fepG'	'fepD'	0.8112689785373037	9.363861686247921E-4
'yjjU'	'yjjV'	0.5328874591075119	1.1174648288925226E-6
'dcuA'	'aspA'	0.5195519848700177	9.363861686247921E-4
'ompG'	'yeaW'	1.0088670309332624	9.363861686247921E-4
'sbmA'	'ampH'	0.5463951315985616	1.1174648288925226E-6
'rplP'	'rpsQ'	0.9152330228147489	1.1174648288925226E-6
'yqjB'	'yqjA'	0.7218593258750872	1.1174648288925226E-6
'ilvH'	'leuD'	1.0053334331805022	1.1174648288925226E-6
'ompG'	'yeaX'	1.0136144272185232	9.363861686247921E-4
'ydgC'	'eamA'	0.9213930046612842	1.1174648288925226E-6
'ychO'	'yneE'	0.7330646432987642	9.363861686247921E-4
'hyfJ'	'yfbL'	0.6648367389470492	9.363861686247921E-4
'aroD'	'sppA'	0.8587785273754814	9.363861686247921E-4
'ygbK'	'yfaW'	0.6274729125666466	9.363861686247921E-4
'yciI'	'ghrA'	0.7877388999794649	9.363861686247921E-4
'acrF'	'yhjH'	0.4894473991906632	9.363861686247921E-4
'nagD'	'ybjX'	0.5793102376857574	9.363861686247921E-4
'cls'	'yibJ'	0.8821654847386403	9.363861686247921E-4
'mcrC'	'dcd'	0.6971461883465212	9.363861686247921E-4
'nlpC'	'lpxM'	0.7382737170936808	9.363861686247921E-4
'tehB'	'manA'	0.822070089259705	1.1174648288925226E-6
'sseA'	'mgsA'	0.5945660169719978	9.363861686247921E-4
'frlD'	'frwC'	0.62198072692143	9.363861686247921E-4
'yraI'	'gspK'	0.6276708646560418	1.1174648288925226E-6
'rplP'	'rpsC'	1.2205896443542603	1.1174648288925226E-6
'rpoN'	'glgA'	0.6787877991551838	1.1174648288925226E-6
'eutM'	'wcaI'	0.9378975224048659	9.363861686247921E-4
'yraI'	'gspJ'	0.692654529464574	9.363861686247921E-4
'xapA'	'yfdR'	0.8024691757278145	9.363861686247921E-4
'ybeU'	'afuC'	0.5971874265197655	9.363861686247921E-4
'rfaD'	'def'	0.8991498094549911	9.363861686247921E-4
'sohB'	'potD'	0.7700753387016828	1.1174648288925226E-6
'yoeB'	'yafY'	0.4734369853657032	9.363861686247921E-4
'ydcJ'	'rutC'	0.7921996889694078	9.363861686247921E-4
'yrbD'	'yhgF'	0.7690934238359679	9.363861686247921E-4
'ytfI'	'tolB'	0.5967343309676014	9.363861686247921E-4
'yidF'	'yjbE'	0.42571913669992956	9.363861686247921E-4
'deoD'	'deoB'	1.141918767207181	1.1174648288925226E-6
'ydjZ'	'anmK'	0.913095718807778	9.363861686247921E-4
'ychM'	'yliG'	0.7827120786186883	1.1174648288925226E-6
'gcvP'	'gcvH'	0.9595296711079481	9.363861686247921E-4
'cspI'	'cspH'	0.610108753444108	9.363861686247921E-4
'allS'	'yacH'	0.5992068706481778	9.363861686247921E-4
'glnA'	'glnL'	0.699762934899268	1.1174648288925226E-6
'sgcR'	'zraP'	0.617195704319489	9.363861686247921E-4
'livG'	'livM'	1.1760579470938521	1.1174648288925226E-6
'lolB'	'ycdX'	0.8989384134653453	1.1174648288925226E-6
'yrfG'	'hslR'	1.0678049987621574	1.1174648288925226E-6
'xisE'	'intE'	1.3879954113227764	1.1174648288925226E-6
'gapA'	'yeaD'	0.7372210595668627	1.1174648288925226E-6
'ybjP'	'osmE'	0.9230340550571233	9.363861686247921E-4
'ydaU'	'ydaV'	1.1168999004559275	9.363861686247921E-4
'aroA'	'serC'	1.2595720939763586	1.1174648288925226E-6
'prs'	'lipB'	0.7036902157632166	1.1174648288925226E-6
'chaB'	'yoaC'	0.7547211772532076	1.1174648288925226E-6
'groL'	'clpB'	0.5508031484990553	9.363861686247921E-4
'lfhA'	'yagA'	0.8467088467777426	1.1174648288925226E-6
'rhlE'	'ycdZ'	0.5069058575661668	9.363861686247921E-4
'ydfD'	'dicB'	0.7707932352509788	1.1174648288925226E-6
'livG'	'livF'	0.9163804345225426	1.1174648288925226E-6
'lfhA'	'yagG'	0.7275444900196583	9.363861686247921E-4
'mraZ'	'mraW'	0.9692497229002457	1.1174648288925226E-6
'sstT'	'ilvG'	0.6145529812986265	9.363861686247921E-4
'thiG'	'ygcR'	0.6528727975546792	9.363861686247921E-4
'mpaA'	'ydbC'	0.8637630084064014	9.363861686247921E-4
'gdhA'	'cysM'	0.9331395408927309	9.363861686247921E-4
'nrfD'	'yjcZ'	0.5378113495388497	1.1174648288925226E-6
'malX'	'mppA'	0.6684666743405036	9.363861686247921E-4
'hisS'	'yfgM'	0.8592956617649212	1.1174648288925226E-6
'ydaY'	'ydfP'	0.7819750997695823	9.363861686247921E-4
'ppa'	'efp'	0.7382509097025624	9.363861686247921E-4
'afuB'	'afuC'	0.5896633880220514	1.1174648288925226E-6
'yaiO'	'yaiP'	0.5040763307653068	9.363861686247921E-4
'hycG'	'hycH'	0.7126366410637976	1.1174648288925226E-6
'ybiC'	'yliJ'	0.8678949092071351	9.363861686247921E-4
'rpmH'	'dapA'	0.6231071865868545	9.363861686247921E-4
'ynhG'	'otsA'	0.8870529561515774	1.1174648288925226E-6
'yraI'	'ygaQ'	0.7764095573027259	1.1174648288925226E-6
'yaiP'	'yahL'	0.5105327915489948	9.363861686247921E-4
'truB'	'pnp'	0.8222902539570622	1.1174648288925226E-6
'ynbE'	'ydbL'	0.7189765345565456	9.363861686247921E-4
'yfcD'	'yoaB'	0.7013274008740483	9.363861686247921E-4
'ydaU'	'ydaW'	0.9922402345390097	9.363861686247921E-4
'guaA'	'dacA'	0.6985966208050819	9.363861686247921E-4
'murG'	'murD'	0.856100634098913	1.1174648288925226E-6
'ddpB'	'anmK'	0.9520708639514199	1.1174648288925226E-6
'ppdD'	'fixX'	0.7360737714921355	1.1174648288925226E-6
'mdoH'	'ttcA'	0.8267876355488486	1.1174648288925226E-6
'ybcO'	'fepE'	0.7683200700135986	1.1174648288925226E-6
'ftsW'	'mraY'	1.0279108137517652	1.1174648288925226E-6
'yijF'	'yiaA'	0.8887242251116048	9.363861686247921E-4
'hyi'	'mhpT'	0.5864708625304749	9.363861686247921E-4
'rnb'	'lysP'	0.7091679808378647	9.363861686247921E-4
'yhiJ'	'yhjB'	0.5981517874061787	9.363861686247921E-4
'ychS'	'hokD'	0.9374143407481285	9.363861686247921E-4
'yceF'	'pptA'	0.8186954299766571	1.1174648288925226E-6
'fabG'	'acpP'	0.771576210234068	1.1174648288925226E-6
'nikE'	'nikD'	0.7211723317666255	9.363861686247921E-4
'dnaK'	'fxsA'	0.4667020334477379	9.363861686247921E-4
'glvC'	'pyrE'	0.6094350494299668	9.363861686247921E-4
'ccmG'	'ccmH'	0.8014711142613509	1.1174648288925226E-6
'caiD'	'matC'	0.8048695177235704	9.363861686247921E-4
'dcp'	'gst'	0.9936112930905366	9.363861686247921E-4
'ccmG'	'ccmF'	0.7069535929278862	9.363861686247921E-4
'rfaP'	'rfaB'	1.5983478159455309	9.363861686247921E-4
'fur'	'fldA'	0.6717822265204698	1.1174648288925226E-6
'yqeJ'	'yqeI'	0.7506422078761448	1.1174648288925226E-6
'ilvG'	'sstT'	0.6197824510571298	9.363861686247921E-4
'rpmA'	'secG'	0.7278229777873433	9.363861686247921E-4
'yebB'	'ycjN'	0.9344523381039567	9.363861686247921E-4
'sdhB'	'sdhA'	1.2469718284666544	1.1174648288925226E-6
'aspT'	'rnpB'	0.43610074514666736	9.363861686247921E-4
'rseA'	'rseB'	0.6936508495723759	1.1174648288925226E-6
'smg'	'thrA'	0.627182387538126	9.363861686247921E-4
'ybiW'	'dmsC'	0.8194142096454714	9.363861686247921E-4
'yciH'	'aroH'	0.888876573301018	9.363861686247921E-4
'thiI'	'accA'	0.6704834612904266	9.363861686247921E-4
'gst'	'btuE'	0.8520473212257699	9.363861686247921E-4
'mutL'	'amiB'	0.929892603788852	1.1174648288925226E-6
'yqiA'	'cpdA'	0.7394872101360275	1.1174648288925226E-6
'yicJ'	'yqgD'	0.6814433187374176	9.363861686247921E-4
'glpG'	'glpE'	0.6901813120766521	9.363861686247921E-4
'secE'	'typA'	0.7588796580263969	9.363861686247921E-4
'yggM'	'yfgF'	0.4899687906031156	1.1174648288925226E-6
'malQ'	'malP'	1.177120807375259	1.1174648288925226E-6
'ybbC'	'rhsD'	0.7546630146434326	1.1174648288925226E-6
'kdgK'	'yicN'	0.629997703241191	9.363861686247921E-4
'dcm'	'vsr'	0.693109234100028	9.363861686247921E-4
'rfaF'	'tatB'	0.9424083882083272	9.363861686247921E-4
'mreD'	'yhdE'	0.6251297296639855	1.1174648288925226E-6
'rpmH'	'cmk'	0.7629497853061613	9.363861686247921E-4
'yrbF'	'kdsD'	0.8900343241655673	9.363861686247921E-4
'cysZ'	'pth'	0.6334527729662938	1.1174648288925226E-6
'luxS'	'grxB'	0.5791213178458822	9.363861686247921E-4
'yfjO'	'rnlA'	0.8094696932004388	1.1174648288925226E-6
'yiaG'	'yjgB'	0.8086718017447183	1.1174648288925226E-6
'hyfF'	'yfcC'	0.77526090161447	1.1174648288925226E-6
'erfK'	'recQ'	0.7421355623215247	1.1174648288925226E-6
'ymfS'	'ycfK'	0.5841000855432701	1.1174648288925226E-6
'ilvL'	'yrdA'	0.7548185151705216	9.363861686247921E-4
'yagA'	'lfhA'	0.831037812438051	9.363861686247921E-4
'agp'	'csiE'	0.5595280041189303	1.1174648288925226E-6
'ykgH'	'ecpD'	0.5555513403545357	9.363861686247921E-4
'malP'	'malQ'	1.1808050388470717	1.1174648288925226E-6
'argK'	'agaI'	0.7113567524243637	9.363861686247921E-4
'yghQ'	'yghT'	0.6337949542103782	1.1174648288925226E-6
'hdhA'	'hchA'	0.7484938439265741	9.363861686247921E-4
'yqeI'	'yqeJ'	0.7345930164565904	1.1174648288925226E-6
'ogt'	'cspG'	0.6677389976309523	9.363861686247921E-4
'ydhF'	'yeaT'	0.6769834925588011	9.363861686247921E-4
'dinI'	'recA'	1.1406789517896547	9.363861686247921E-4
'dut'	'sspA'	0.8164866924488345	9.363861686247921E-4
'uidB'	'yeaW'	0.9998136063048092	9.363861686247921E-4
'yjfO'	'melR'	0.7150571804936177	1.1174648288925226E-6
'surA'	'imp'	0.8527623935127553	1.1174648288925226E-6
'recA'	'yhjR'	0.6382702548000223	9.363861686247921E-4
'ydhF'	'yeaO'	0.8099648066694831	9.363861686247921E-4
'kefC'	'ilvH'	0.5489290050164574	9.363861686247921E-4
'yeeA'	'yebR'	0.49456642378576127	9.363861686247921E-4
'ycfT'	'wcaD'	0.5554522183441654	9.363861686247921E-4
'purU'	'yniC'	0.8636276869787727	9.363861686247921E-4
'oppB'	'oppC'	1.1638807317844517	1.1174648288925226E-6
'rplV'	'rpsS'	1.464538831894169	1.1174648288925226E-6
'oppB'	'oppA'	0.9794872193000246	1.1174648288925226E-6
'hyfF'	'yfaQ'	0.7631909183939494	1.1174648288925226E-6
'fruA'	'wcaB'	0.47754703902363244	9.363861686247921E-4
'nuoG'	'yrbF'	0.6842069133005882	9.363861686247921E-4
'gspA'	'yihF'	0.6971742304627107	9.363861686247921E-4
'glpK'	'glpT'	0.9281716960776348	9.363861686247921E-4
'pinE'	'paaB'	0.9015449905591509	9.363861686247921E-4
'torZ'	'ycbT'	1.0023820122251992	1.1174648288925226E-6
'ydiE'	'ybaN'	0.5697259422321425	9.363861686247921E-4
'dnaJ'	'dnaK'	0.8842884336683359	1.1174648288925226E-6
'gnd'	'mrp'	0.707008551201012	9.363861686247921E-4
'dam'	'lptA'	0.8136933525551693	1.1174648288925226E-6
'eutP'	'wcaF'	0.6163854917002126	9.363861686247921E-4
'ycaC'	'yncB'	0.8406896517400875	1.1174648288925226E-6
'rumB'	'yegD'	0.6440044739290718	1.1174648288925226E-6
'yjbF'	'scpA'	0.6909881196596498	9.363861686247921E-4
'pspD'	'pspC'	0.8010288770399872	1.1174648288925226E-6
'rfaQ'	'gmk'	1.050480610057819	9.363861686247921E-4
'argC'	'argB'	1.0524029930567156	1.1174648288925226E-6
'lldR'	'lldP'	1.0038666858205594	1.1174648288925226E-6
'yfhA'	'yfhG'	0.4300593630368648	9.363861686247921E-4
'kdsA'	'ychA'	0.797004245985773	9.363861686247921E-4
'ilvY'	'gltS'	0.6017059246656131	1.1174648288925226E-6
'argC'	'argD'	0.7882177280841365	9.363861686247921E-4
'dcm'	'pncA'	0.7605961481331407	1.1174648288925226E-6
'pgaC'	'pgaB'	0.554954212015005	1.1174648288925226E-6
'glpK'	'glpF'	1.2820097973428284	1.1174648288925226E-6
'mprA'	'ygaH'	0.9185246772386189	1.1174648288925226E-6
'dmsD'	'pabB'	0.7844781014489396	9.363861686247921E-4
'glpK'	'glpD'	0.9028719384478248	1.1174648288925226E-6
'yedP'	'ynhG'	0.877333788961832	1.1174648288925226E-6
'lsrR'	'flgM'	0.6545421702910185	9.363861686247921E-4
'btuD'	'btuE'	0.9431822607953402	1.1174648288925226E-6
'argC'	'argH'	0.9661943265785895	1.1174648288925226E-6
'mrdB'	'mrdA'	0.6935423911505367	9.363861686247921E-4
'yhbJ'	'ptsN'	0.7450874585216907	1.1174648288925226E-6
'yfaY'	'yebT'	0.8451111023728028	1.1174648288925226E-6
'ndk'	'sdhC'	0.6896918939761305	1.1174648288925226E-6
'secG'	'argQ'	0.7454435878735728	1.1174648288925226E-6
'gcvT'	'gcvH'	1.4033242533710206	1.1174648288925226E-6
'napA'	'ynjB'	0.7512974996223951	9.363861686247921E-4
'serC'	'aroA'	1.2609529522445397	1.1174648288925226E-6
'frwC'	'ygjH'	0.593087132972145	9.363861686247921E-4
'udk'	'yneH'	0.7732238096882562	1.1174648288925226E-6
'yfbQ'	'rcsB'	0.5485031439570666	9.363861686247921E-4
'yfaY'	'yebQ'	0.840076108652022	9.363861686247921E-4
'yjgZ'	'frwD'	0.5343904827115349	9.363861686247921E-4
'glnU'	'aspT'	0.3940363054751111	9.363861686247921E-4
'ptsI'	'ptsH'	0.7003979651243275	1.1174648288925226E-6
'lldR'	'lldD'	0.7830622342759108	9.363861686247921E-4
'fepC'	'fepG'	0.903417445649227	1.1174648288925226E-6
'yqgF'	'rnc'	0.6174616443225132	9.363861686247921E-4
'dusB'	'fis'	1.4355316480665534	1.1174648288925226E-6
'yagK'	'ylbH'	0.40999786726416837	9.363861686247921E-4
'frlC'	'yjjN'	0.578085153946069	9.363861686247921E-4
'rutE'	'yagR'	0.9426586510868655	1.1174648288925226E-6
'pgaC'	'pgaD'	0.6056895298449658	1.1174648288925226E-6
'rplU'	'rpsT'	0.8354096152368142	1.1174648288925226E-6
'serT'	'dsrA'	0.4639976476507555	9.363861686247921E-4
'ybjI'	'ybjJ'	0.7625124678464053	1.1174648288925226E-6
'cheY'	'tap'	1.4269995670134383	9.363861686247921E-4
'emrE'	'ynaJ'	0.6754114117876956	9.363861686247921E-4
'hcp'	'yccM'	0.764820574817859	9.363861686247921E-4
'yjbF'	'phnI'	0.9566869025665425	1.1174648288925226E-6
'yfiN'	'evgA'	0.6486172988763336	9.363861686247921E-4
'fixB'	'yaaU'	0.7108876002463669	9.363861686247921E-4
'ccmC'	'ccmE'	0.8279368235155893	1.1174648288925226E-6
'ccmC'	'ccmD'	0.8479656857803191	1.1174648288925226E-6
'torZ'	'alkA'	1.0387315881249053	9.363861686247921E-4
'yfcD'	'yfcE'	0.9103200757067289	1.1174648288925226E-6
'rpoB'	'infB'	0.9129165293207482	1.1174648288925226E-6
'yggE'	'selA'	0.5955240454325864	9.363861686247921E-4
'rnpA'	'mreB'	0.8748546392865766	9.363861686247921E-4
'yegP'	'yebV'	0.8711106257789348	9.363861686247921E-4
'apaH'	'ampE'	0.43697507521301776	9.363861686247921E-4
'pgpB'	'ycfD'	0.622238583123831	9.363861686247921E-4
'ptsH'	'ptsI'	0.684894449587337	1.1174648288925226E-6
'kdsB'	'ychA'	0.701400331124239	9.363861686247921E-4
'prfC'	'ygiQ'	0.8946112052540065	1.1174648288925226E-6
'ydgK'	'pabC'	0.6152414279419208	9.363861686247921E-4
'ygiT'	'mqsR'	0.6520471795669796	1.1174648288925226E-6
'frvB'	'frvA'	0.7892361912278739	9.363861686247921E-4
'lyx'	'dgoK'	0.7088349939546794	1.1174648288925226E-6
'selD'	'ytfM'	0.6880408831416439	9.363861686247921E-4
'yfjU'	'hcaE'	0.27582548118066147	9.363861686247921E-4
'wbbI'	'sgcA'	0.6644812632280122	9.363861686247921E-4
'fbaA'	'pgk'	0.8134886089430253	1.1174648288925226E-6
'yeaG'	'yeaH'	0.9228551550131057	1.1174648288925226E-6
'yagS'	'yahJ'	0.842949368805901	9.363861686247921E-4
'yafK'	'rnlA'	0.49765521441497346	9.363861686247921E-4
'prpD'	'cynT'	0.5031036958369558	9.363861686247921E-4
'ssrS'	'ryfD'	0.7264571223215848	9.363861686247921E-4
'accA'	'dnaE'	0.7556582504207838	1.1174648288925226E-6
'ydeJ'	'ydeI'	1.0335795565779742	1.1174648288925226E-6
'yjeM'	'yjeO'	0.6521113792442496	9.363861686247921E-4
'aldA'	'cstA'	0.8779932316821322	1.1174648288925226E-6
'lldP'	'lldR'	1.011761602849761	1.1174648288925226E-6
'trpB'	'dcyD'	0.9440542601556204	9.363861686247921E-4
'pgsA'	'ydiI'	0.8700926397133946	1.1174648288925226E-6
'srlE'	'srlB'	1.5454933409131737	1.1174648288925226E-6
'ybfE'	'ffh'	0.7895085082677591	9.363861686247921E-4
'ygcH'	'ygcI'	0.7272762544433431	1.1174648288925226E-6
'kilR'	'recE'	0.9929075471446686	9.363861686247921E-4
'pqiB'	'tmk'	0.65240160870705	9.363861686247921E-4
'cbrB'	'yieH'	0.554229664934158	1.1174648288925226E-6
'ydgC'	'ydeA'	0.7362034978276123	9.363861686247921E-4
'ssuB'	'yddH'	0.9010404951577188	9.363861686247921E-4
'acrF'	'envR'	0.5725337900319529	1.1174648288925226E-6
'ygeO'	'ygeQ'	0.4182606894465882	9.363861686247921E-4
'rfbA'	'rfbB'	1.172450856042467	9.363861686247921E-4
'ydfT'	'ydbL'	0.8590780626974815	9.363861686247921E-4
'rpe'	'gph'	0.9797929086794037	1.1174648288925226E-6
'ycgB'	'yodD'	0.8226962806053132	9.363861686247921E-4
'thrT'	'ftsB'	0.7627956909325352	9.363861686247921E-4
'rpsI'	'rpmD'	0.8204204612107503	9.363861686247921E-4
'lepA'	'rfbD'	0.6689950010913279	1.1174648288925226E-6
'potA'	'bcsC'	0.7531387648801179	9.363861686247921E-4
'dcyD'	'yecS'	1.123777710862931	1.1174648288925226E-6
'fixB'	'prpB'	0.7433960419716632	1.1174648288925226E-6
'yceM'	'yceH'	0.9236985547026959	1.1174648288925226E-6
'ybdR'	'kdpD'	0.8351502896829757	1.1174648288925226E-6
'flgK'	'flgL'	1.5211396612821868	1.1174648288925226E-6
'dctR'	'slp'	0.941959948234732	9.363861686247921E-4
'yfbL'	'ypjC'	0.5607964803761615	9.363861686247921E-4
'rsgA'	'psd'	0.9412127004970701	1.1174648288925226E-6
'pncA'	'ydgH'	0.784724854979997	1.1174648288925226E-6
'rfbA'	'rfbC'	1.167560483743313	9.363861686247921E-4
'ydiJ'	'ydiI'	1.3587467634462858	1.1174648288925226E-6
'yeaO'	'erfK'	0.8772989713288165	9.363861686247921E-4
'flgK'	'flgH'	1.2674084151650424	9.363861686247921E-4
'nfi'	'hemE'	0.8350029224885991	1.1174648288925226E-6
'yagS'	'yagR'	0.8342178900228762	9.363861686247921E-4
'glgB'	'glgC'	1.1518256568217207	1.1174648288925226E-6
'yiaF'	'yhcB'	0.7690324508536953	9.363861686247921E-4
'yifL'	'yibN'	0.8238630951214884	9.363861686247921E-4
'manZ'	'manY'	0.9932712663451178	1.1174648288925226E-6
'yjgK'	'dinI'	0.5185974324822699	9.363861686247921E-4
'selB'	'selA'	0.4530050105869942	9.363861686247921E-4
'fadB'	'mglB'	0.49157174550032917	9.363861686247921E-4
'yedR'	'isrB'	0.4745755229574303	9.363861686247921E-4
'yagS'	'yagT'	0.7884359003527306	1.1174648288925226E-6
'yccF'	'yccW'	0.7543407268379833	9.363861686247921E-4
'ydiJ'	'trpA'	1.0832021268109602	9.363861686247921E-4
'yebK'	'yehT'	0.661201156476492	9.363861686247921E-4
'fliD'	'fliS'	1.3838105877667464	1.1174648288925226E-6
'yrdA'	'dgkA'	0.6973626886319746	9.363861686247921E-4
'fdoG'	'fdoH'	1.6611216242436293	1.1174648288925226E-6
'ompW'	'ynjE'	0.9615184701700498	9.363861686247921E-4
'prpE'	'eaeH'	0.6023136198448343	9.363861686247921E-4
'fdoG'	'fdoI'	1.3933579291524678	9.363861686247921E-4
'ddpA'	'ddpX'	1.153155364585174	1.1174648288925226E-6
'yqiI'	'yggP'	0.5369350323712409	9.363861686247921E-4
'yeeL'	'wzc'	0.8894536412942594	9.363861686247921E-4
'rydB'	'cfa'	0.7989357079319985	9.363861686247921E-4
'yfbS'	'ynfE'	0.8372148561753492	1.1174648288925226E-6
'uidC'	'ompG'	1.0709904092432712	9.363861686247921E-4
'yajQ'	'panE'	0.57301563369428	9.363861686247921E-4
'yqjD'	'fic'	1.0473912169186015	9.363861686247921E-4
'truB'	'rbfA'	1.267745263066467	1.1174648288925226E-6
'alr'	'mpl'	0.6574639672103975	1.1174648288925226E-6
